,Yr,Team,R/G,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
0,1948,Hankyu B,3.57,140,5176,4783,500,1155,166,53,25,434,213,79,359,387,.241,.297,.314,.611,1502,,17,17,,0
0,1948,Kyuei Fl,3.18,140,5240,4766,445,1088,147,37,49,389,165,83,399,467,.228,.290,.305,.595,1456,,13,62,,0
0,1948,Kinsei S,3.17,140,5169,4710,444,1077,157,47,43,397,95,56,387,346,.229,.290,.309,.599,1457,,18,54,,0
0,1948,Taiyo Ro,3.12,140,5121,4726,437,1114,166,50,39,402,138,95,338,395,.236,.289,.317,.605,1497,,14,43,,0
0,1948,Chunichi,3.10,140,5140,4683,434,1086,186,30,45,384,164,97,373,407,.232,.291,.313,.604,1467,,14,70,,0
0,1947,Osaka Ti,4.22,119,4582,4101,502,1058,167,57,17,444,127,59,416,264,.258,.329,.339,.668,1390,,20,45,,0
0,1947,Chunichi,3.45,119,4364,3881,410,887,136,44,41,359,143,72,417,356,.229,.306,.318,.624,1234,,16,50,,0
0,1947,Yomiuri ,3.30,119,4492,4023,393,972,140,49,27,356,100,58,421,320,.242,.315,.321,.636,1291,,9,39,,0
0,1947,Nankai H,3.23,119,4418,3947,384,912,122,33,24,322,196,96,391,291,.231,.303,.297,.600,1172,,15,65,,0
0,1947,Hankyu B,3.00,119,4357,3958,357,908,118,29,28,322,71,41,313,252,.229,.290,.295,.585,1168,,22,64,,0
0,1947,Tokyu Fl,2.97,119,4371,3887,354,847,125,44,45,312,70,77,414,388,.218,.298,.307,.605,1195,,29,41,,0
0,1947,Taiyo Ro,2.94,119,4373,3981,350,908,138,45,36,296,76,49,341,335,.228,.292,.312,.604,1244,,17,34,,0
0,1947,Kinsei S,2.87,119,4292,3937,341,866,103,32,22,290,86,63,303,310,.220,.279,.279,.558,1099,,19,33,,0
0,1946,Kinki Gr,5.40,105,4208,3671,567,1003,155,49,24,497,200,83,461,247,.273,.357,.362,.719,1328,,16,60,,0
0,1946,Osaka Ti,5.23,105,4114,3668,549,1057,142,61,28,491,110,58,398,268,.288,.359,.383,.742,1405,,9,39,,0
0,1946,Tokyo Ky,4.75,105,4128,3603,499,927,138,57,24,453,98,49,479,285,.257,.346,.347,.693,1251,,10,36,,0
0,1946,Chubu Ni,4.57,105,4129,3579,480,888,159,51,46,415,132,65,500,363,.248,.343,.360,.703,1287,,18,32,,0
0,1946,Hankyu25,4.18,105,4105,3683,439,947,172,38,14,399,97,36,383,269,.257,.330,.336,.666,1237,,20,19,,0
0,1946,Senators,3.97,105,3928,3401,417,809,112,53,43,359,91,48,458,361,.238,.331,.340,.671,1156,,18,51,,0
0,1946,Pacific2,3.59,105,4073,3593,377,833,143,32,24,331,59,27,443,344,.232,.319,.309,.628,1112,,14,23,,0
0,1946,Gold Sta,2.96,105,3795,3443,311,795,93,35,8,269,82,56,303,249,.231,.297,.285,.582,982,,19,30,,0
0,1944,Hanshin2,4.71,35,1352,1131,165,280,43,15,1,139,79,17,175,88,.248,.351,.315,.666,356,,6,40,,0
0,1944,Hankyu23,3.91,35,1407,1220,137,296,41,10,3,121,39,13,168,85,.243,.336,.300,.636,366,,3,16,,0
0,1944,Tokyo Ky,3.66,35,1321,1167,128,275,48,10,5,103,61,22,133,85,.236,.315,.307,.622,358,,3,18,,0
0,1944,Asahi23.,3.29,35,1368,1192,115,283,39,8,4,96,46,16,128,132,.237,.312,.294,.606,350,,2,46,,0
0,1944,Kinki Ni,2.43,35,1303,1150,85,231,28,2,3,66,29,10,129,98,.201,.282,.237,.519,272,,1,23,,0
0,1944,Sangyo23,2.31,35,1275,1118,81,206,34,3,7,64,54,17,133,142,.184,.275,.239,.514,267,,7,17,,0
0,1943,Nishitet,3.29,84,3245,2804,276,554,70,24,7,234,48,21,405,273,.198,.300,.247,.548,693,,7,29,,0
0,1943,Tokyo Ky,3.13,84,3184,2744,263,572,66,26,12,236,145,37,395,262,.208,.310,.265,.575,726,,11,34,,0
0,1943,Asahi23.,2.76,84,3143,2780,232,586,62,25,5,192,96,48,307,273,.211,.290,.256,.547,713,,5,51,,0
0,1943,Hanshin2,2.68,84,3148,2675,225,539,69,19,12,205,82,59,391,262,.201,.305,.255,.560,682,,7,75,,0
0,1943,Nagoya23,2.58,84,3140,2771,217,550,66,10,18,186,56,38,309,234,.198,.280,.249,.529,690,,5,55,,0
0,1943,Yamato24,2.42,84,3119,2713,203,487,69,17,9,173,96,31,359,295,.180,.276,.227,.504,617,,4,43,,0
0,1943,Nakai23.,2.12,84,3069,2684,178,495,62,13,6,153,60,31,299,242,.184,.268,.224,.492,601,,9,77,,0
0,1943,Hankyu22,2.08,84,3041,2606,175,481,44,17,4,146,128,43,375,310,.185,.290,.219,.509,571,,12,48,,0
0,1942,Tokyo Ky,3.80,105,4194,3551,399,822,111,36,19,340,41,47,485,346,.231,.342,.299,.641,1062,,111,47,,0
0,1942,Hanshin2,2.79,105,3999,3474,293,708,68,36,9,236,141,57,424,331,.204,.292,.252,.544,875,,11,90,,0
0,1942,Nagoya24,2.62,105,3953,3506,275,649,58,22,24,236,105,53,377,323,.185,.265,.235,.500,823,,5,65,,0
0,1942,Nakai23.,2.54,105,3853,3355,267,679,76,20,11,226,132,55,388,255,.202,.289,.247,.536,828,,20,90,,0
0,1942,Hankyu26,2.51,105,4034,3492,264,660,80,11,7,218,100,42,450,281,.189,.285,.224,.509,783,,18,74,,0
0,1942,Asahi24.,2.34,105,3841,3414,246,646,84,20,10,184,136,71,347,343,.189,.266,.234,.501,800,,12,68,,0
0,1942,Taiyo24.,2.27,105,3983,3557,238,679,80,17,18,195,63,24,368,342,.191,.268,.238,.506,847,,7,51,,0
0,1942,Yamato22,1.82,105,3865,3382,191,611,58,18,10,155,122,50,415,311,.181,.271,.217,.489,735,,5,63,,0
0,1941,Tokyo Ky,4.15,86,3463,2937,357,730,97,32,23,327,88,,470,247,.249,.355,.327,.682,960,,14,42,,0
0,1941,Hankyu25,2.95,85,3273,2779,251,574,62,13,14,213,78,,417,267,.207,.312,.253,.565,704,,7,70,,0
0,1941,Nakai23.,2.58,84,3232,2805,217,546,83,7,12,155,55,,369,245,.195,.291,.242,.533,679,,14,44,,0
0,1941,Nagoya23,2.35,84,3186,2686,197,489,43,8,13,170,56,,425,244,.182,.295,.219,.514,587,,6,69,,0
0,1941,Taiyo24.,2.34,87,3374,2883,204,545,52,8,9,191,91,,421,301,.189,.293,.222,.515,640,,3,67,,0
0,1941,Asahi23.,2.32,85,3214,2747,197,524,70,7,10,167,106,,398,306,.191,.295,.232,.528,638,,10,59,,0
0,1941,Hanshin2,2.26,84,3290,2874,190,567,84,15,6,171,35,,316,256,.197,.279,.243,.522,699,,9,91,,0
0,1941,Kurowash,2.21,85,3036,2727,188,527,58,18,13,162,64,,272,245,.193,.268,.242,.510,660,,7,30,,0
0,1940,Tokyo Ky,4.22,104,4013,3428,439,814,124,45,23,374,141,,512,395,.237,.337,.320,.657,1097,,14,34,25,0
0,1940,Hanshin2,3.85,104,3917,3449,400,768,129,34,13,325,120,,369,361,.223,.298,.291,.589,1004,,10,69,20,0
0,1940,Tsubasa2,3.28,105,3952,3389,344,697,93,18,17,295,109,,477,364,.206,.304,.259,.563,877,,13,51,22,0
0,1940,Nagoya24,3.21,104,3842,3276,334,626,71,35,12,274,131,,495,473,.191,.298,.245,.543,803,,11,39,21,0
0,1940,Hankyu26,3.05,104,4011,3439,317,735,69,22,9,269,108,,447,387,.214,.304,.254,.559,875,,14,81,30,0
0,1940,Nagoya K,2.98,104,3972,3383,310,675,89,17,14,272,87,,491,450,.200,.302,.248,.550,840,,13,66,19,0
0,1940,Kurowash,2.64,104,3772,3284,275,648,65,19,9,223,93,,395,317,.197,.285,.237,.522,778,,14,64,15,0
0,1940,Nakai22.,2.30,105,3932,3451,242,676,81,36,6,199,93,,377,403,.196,.278,.245,.523,847,,17,77,10,0
0,1940,Lion22.3,2.16,104,3870,3329,225,623,77,29,3,192,64,,461,431,.187,.287,.230,.517,767,,12,46,22,0
0,1939,Tokyo Ky,5.14,96,3795,3270,493,869,130,45,26,439,121,,459,337,.266,.356,.357,.713,1167,,14,23,29,0
0,1939,Osaka Ti,4.56,96,3758,3245,438,776,102,45,32,368,110,,431,331,.239,.330,.328,.657,1064,,16,47,19,0
0,1939,Hankyu24,3.82,96,3624,3102,367,725,90,16,11,312,132,,438,325,.234,.329,.284,.613,880,,11,61,12,0
0,1939,Nankai22,3.50,96,3584,3097,336,713,84,38,15,289,130,,394,359,.230,.317,.296,.613,918,,8,66,19,0
0,1939,Lion22.6,3.27,96,3671,3200,314,695,77,32,8,266,96,,384,341,.217,.302,.269,.570,860,,12,53,22,0
0,1939,Nagoya23,3.14,96,3590,3141,301,680,90,24,19,251,134,,390,388,.216,.303,.279,.582,875,,7,36,16,0
0,1939,Tokyo Se,3.02,96,3638,3091,290,629,83,19,12,246,87,,458,352,.203,.308,.254,.562,786,,15,55,19,0
0,1939,Nagoya K,2.76,96,3575,3068,265,627,79,24,13,220,125,,407,341,.204,.300,.258,.558,793,,21,57,22,0
0,1939,Eagles22,2.57,96,3534,3093,247,619,89,25,20,203,61,,372,343,.200,.289,.264,.553,818,,18,40,11,0
0,1938,Osaka Ti,5.55,40,1647,1400,222,356,60,12,11,205,32,,209,128,.254,.356,.338,.694,473,,12,26,,0
0,1938,Tokyo Ky,5.28,40,1614,1372,211,331,48,13,22,187,39,,220,179,.241,.349,.343,.692,471,,6,16,,0
0,1938,Hankyu25,4.45,40,1560,1352,178,315,39,20,16,150,50,,175,144,.233,.322,.327,.649,442,,2,31,,0
0,1938,Tokyo Se,4.15,40,1513,1306,166,290,48,9,16,145,40,,171,158,.222,.315,.309,.625,404,,7,29,,0
0,1938,Lion22.8,4.10,40,1577,1313,164,284,27,11,9,139,30,,226,143,.216,.336,.274,.610,360,,10,28,,0
0,1938,Nagoya22,3.63,40,1555,1313,145,277,36,9,12,130,60,,216,213,.211,.324,.280,.604,367,,4,22,,0
0,1938,Nagoya K,2.98,40,1504,1301,119,272,37,5,6,97,62,,172,195,.209,.306,.259,.565,337,,10,21,,0
0,1938,Eagles24,2.93,40,1479,1305,117,235,29,9,13,102,25,,137,133,.180,.263,.246,.509,321,,10,27,,0
0,1938,Nakai21.,2.75,40,1472,1270,110,256,33,7,5,91,54,,167,178,.202,.295,.250,.545,318,,1,34,,0
0,1937,Osaka Ti,5.98,49,2030,1726,293,445,72,27,13,261,52,,270,155,.258,.363,.353,.716,610,,15,19,,0
0,1937,Tokyo Ky,5.40,48,1909,1653,259,421,59,24,21,230,58,,228,158,.255,.348,.358,.705,591,,8,20,,0
0,1937,Eagles24,5.16,49,1936,1651,253,407,68,14,12,206,35,,226,220,.247,.342,.326,.669,539,,15,44,,0
0,1937,Lion22.8,4.47,49,1893,1642,219,383,56,22,12,187,74,,222,181,.233,.327,.316,.644,519,,8,21,,0
0,1937,Nagoya K,4.41,49,1886,1610,216,371,51,17,14,187,81,,242,178,.230,.334,.309,.644,498,,9,25,,0
0,1937,Hankyu24,3.82,49,1926,1628,187,355,47,11,19,173,47,,246,214,.218,.326,.295,.621,481,,14,38,,0
0,1937,Tokyo Se,3.65,48,1795,1525,175,305,56,15,13,147,70,,231,218,.200,.310,.282,.592,430,,11,28,,0
0,1937,Nagoya22,2.88,49,1898,1666,141,370,58,19,4,120,34,,188,165,.222,.304,.287,.591,478,,8,36,,0
0,1936,Osaka Ti,5.74,31,1230,1034,178,256,44,9,5,147,56,,182,111,.248,.362,.322,.684,333,,4,10,,0
0,1936,Hankyu24,4.50,30,1194,1024,135,236,32,10,5,115,46,,141,129,.230,.324,.296,.620,303,,1,28,,0
0,1936,Nagoya G,4.07,28,1087,921,114,194,24,6,3,91,49,,138,133,.211,.317,.260,.576,239,,5,23,,0
0,1936,Tokyo Ky,3.96,27,1029,881,107,185,37,13,1,89,50,,123,112,.210,.309,.285,.594,251,,3,22,,0
0,1936,Tokyo Se,3.96,28,1101,903,111,167,30,10,2,90,52,,176,159,.185,.324,.247,.570,223,,9,13,,0
0,1936,Nagoya24,3.69,26,1062,940,96,183,21,11,2,82,30,,92,110,.195,.273,.247,.520,232,,9,21,,0
0,1936,Dai Toky,3.21,28,1055,906,90,186,21,11,0,76,40,,131,136,.205,.311,.253,.564,229,,8,10,,0
0,1938,Osaka Ti,6.06,35,1414,1194,212,320,46,14,12,177,36,,203,107,.268,.377,.360,.737,430,,6,11,,0
0,1938,Tokyo Ky,4.86,35,1389,1151,170,288,34,17,7,150,38,,207,122,.250,.369,.328,.697,377,,10,21,,0
0,1938,Hankyu25,4.37,35,1425,1202,153,271,25,9,7,119,32,,175,103,.225,.328,.279,.607,335,,9,39,,0
0,1938,Nagoya K,4.20,35,1323,1105,147,235,26,11,4,121,50,,182,156,.213,.329,.267,.596,295,,9,27,,0
0,1938,Tokyo Se,3.86,35,1316,1139,135,247,41,4,7,112,27,,157,139,.217,.312,.278,.591,317,,1,19,,0
0,1938,Nagoya22,3.49,35,1337,1119,122,242,24,6,5,108,29,,199,146,.216,.335,.262,.597,293,,1,18,,0
0,1938,Eagles24,3.34,35,1310,1148,117,263,31,4,11,104,25,,134,102,.229,.312,.292,.604,335,,5,23,,0
0,1938,Lion23.2,3.00,35,1305,1149,105,242,27,10,8,88,25,,133,130,.211,.294,.272,.567,313,,3,20,,0
0,1937,Osaka Ti,5.95,56,2275,1880,333,462,102,39,10,296,88,,363,214,.246,.371,.357,.729,672,,12,20,,0
0,1937,Hankyu24,4.68,56,2265,1880,262,419,62,15,7,215,76,,319,231,.223,.338,.283,.621,532,,9,57,,0
0,1937,Tokyo Ky,4.64,56,2215,1894,260,459,76,33,7,212,94,,269,179,.242,.340,.328,.668,622,,11,41,,0
0,1937,Nagoya K,3.88,56,2189,1861,217,429,53,30,5,163,97,,253,188,.231,.326,.299,.625,557,,11,64,,0
0,1937,Nagoya22,3.75,56,2154,1873,210,412,58,18,1,166,42,,233,219,.220,.307,.272,.579,509,,2,46,,0
0,1937,Tokyo Se,3.68,56,2115,1838,206,393,66,22,4,173,73,,228,228,.214,.302,.280,.582,515,,5,44,,0
0,1937,Dai Toky,3.61,56,2117,1885,202,414,62,25,8,167,92,,211,240,.220,.301,.292,.592,550,,7,14,,0
0,1937,Eagles24,3.36,56,2167,1866,188,403,62,21,5,166,46,,250,239,.216,.314,.280,.594,522,,16,35,,0
